X Y Z
0 -2e+11 0
2.00003e+07 -1.9998e+11 0
4.00013e+07 -1.9996e+11 0
6.00029e+07 -1.9994e+11 0
8.00051e+07 -1.9992e+11 0
1.00008e+08 -1.999e+11 0
1.20012e+08 -1.9988e+11 0
1.40016e+08 -1.9986e+11 0
1.6002e+08 -1.9984e+11 0
1.80026e+08 -1.9982e+11 0
2.00032e+08 -1.998e+11 0
2.20039e+08 -1.9978e+11 0
2.40046e+08 -1.9976e+11 0
2.60054e+08 -1.9974e+11 0
2.80063e+08 -1.9972e+11 0
3.00072e+08 -1.997e+11 0
3.20082e+08 -1.99679e+11 0
3.40092e+08 -1.99659e+11 0
3.60103e+08 -1.99639e+11 0
3.80115e+08 -1.99619e+11 0
4.00128e+08 -1.99599e+11 0
4.20141e+08 -1.99579e+11 0
4.40154e+08 -1.99559e+11 0
4.60169e+08 -1.99539e+11 0
4.80184e+08 -1.99519e+11 0
5.00199e+08 -1.99499e+11 0
5.20215e+08 -1.99479e+11 0
5.40232e+08 -1.99458e+11 0
5.6025e+08 -1.99438e+11 0
5.80268e+08 -1.99418e+11 0
6.00287e+08 -1.99398e+11 0
6.20306e+08 -1.99378e+11 0
6.40326e+08 -1.99358e+11 0
6.60347e+08 -1.99338e+11 0
6.80368e+08 -1.99318e+11 0
7.0039e+08 -1.99297e+11 0
7.20412e+08 -1.99277e+11 0
7.40435e+08 -1.99257e+11 0
7.60459e+08 -1.99237e+11 0
7.80484e+08 -1.99217e+11 0
8.00509e+08 -1.99197e+11 0
8.20534e+08 -1.99176e+11 0
8.4056e+08 -1.99156e+11 0
8.60587e+08 -1.99136e+11 0
8.80615e+08 -1.99116e+11 0
9.00643e+08 -1.99096e+11 0
9.20672e+08 -1.99076e+11 0
9.40701e+08 -1.99055e+11 0
9.60731e+08 -1.99035e+11 0
9.80762e+08 -1.99015e+11 0
1.00079e+09 -1.98995e+11 0
1.02082e+09 -1.98975e+11 0
1.04086e+09 -1.98954e+11 0
1.06089e+09 -1.98934e+11 0
1.08092e+09 -1.98914e+11 0
1.10096e+09 -1.98894e+11 0
1.12099e+09 -1.98873e+11 0
1.14103e+09 -1.98853e+11 0
1.16107e+09 -1.98833e+11 0
1.1811e+09 -1.98813e+11 0
1.20114e+09 -1.98792e+11 0
1.22118e+09 -1.98772e+11 0
1.24122e+09 -1.98752e+11 0
1.26126e+09 -1.98732e+11 0
1.2813e+09 -1.98711e+11 0
1.30134e+09 -1.98691e+11 0
1.32138e+09 -1.98671e+11 0
1.34142e+09 -1.98651e+11 0
1.36146e+09 -1.9863e+11 0
1.3815e+09 -1.9861e+11 0
1.40155e+09 -1.9859e+11 0
1.42159e+09 -1.98569e+11 0
1.44164e+09 -1.98549e+11 0
1.46168e+09 -1.98529e+11 0
1.48173e+09 -1.98508e+11 0
1.50178e+09 -1.98488e+11 0
1.52182e+09 -1.98468e+11 0
1.54187e+09 -1.98448e+11 0
1.56192e+09 -1.98427e+11 0
1.58197e+09 -1.98407e+11 0
1.60202e+09 -1.98387e+11 0
1.62207e+09 -1.98366e+11 0
1.64212e+09 -1.98346e+11 0
1.66217e+09 -1.98325e+11 0
1.68222e+09 -1.98305e+11 0
1.70228e+09 -1.98285e+11 0
1.72233e+09 -1.98264e+11 0
1.74238e+09 -1.98244e+11 0
1.76244e+09 -1.98224e+11 0
1.78249e+09 -1.98203e+11 0
1.80255e+09 -1.98183e+11 0
1.8226e+09 -1.98163e+11 0
1.84266e+09 -1.98142e+11 0
1.86272e+09 -1.98122e+11 0
1.88278e+09 -1.98101e+11 0
1.90284e+09 -1.98081e+11 0
